EvidenceID,CaseMasterID,EvidenceType,Description,CollectionDate
4251,1951,Seizure Photograph,Photographs taken at the time of seizure of case property.,2027-01-11
4252,1952,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2022-08-15
4253,1953,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2026-06-06
4254,1954,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-09-25
4255,1954,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2025-10-18
4256,1954,Weapon Recovery,Weapon suspected to be used in the offence recovered from the main road junction and sent for forensic examination.,2025-11-18
4257,1954,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2025-10-21
4258,1954,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2025-09-30
4259,1956,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2024-01-22
4260,1956,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-22
4261,1956,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2024-01-28
4262,1958,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2026-08-03
4263,1959,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2023-06-13
4264,1959,Travel Document,Travel/identity documents of the victim seized during the investigation.,2023-08-02
4265,1960,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2024-08-01
4266,1960,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2024-08-31
4267,1960,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2024-09-28
4268,1961,Seized Property List,Inventory list of property seized from the scene under panchnama.,2023-08-12
4269,1961,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-09-24
4270,1962,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2025-04-30
4271,1963,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-01-03
4272,1963,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2026-01-24
4273,1963,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2026-02-02
4274,1964,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-02-19
4275,1964,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-02-01
4276,1964,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2025-02-17
4277,1965,Weapon Recovery,Weapon suspected to be used in the offence recovered from a residential premises and sent for forensic examination.,2024-01-12
4278,1966,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-01-23
4279,1967,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2024-07-04
4280,1968,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2025-09-09
4281,1968,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-08-30
4282,1968,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2025-09-11
4283,1969,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2023-09-08
4284,1969,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2023-07-21
4285,1970,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-02-06
4286,1970,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-02-04
4287,1970,Seized Property List,Inventory list of property seized from the scene under panchnama.,2024-02-27
4288,1970,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-22
4289,1971,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-02-13
4290,1972,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2023-11-07
4291,1972,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-11-01
4292,1972,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2023-11-14
4293,1972,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2023-10-20
4294,1973,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-04-09
4295,1973,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2022-05-12
4296,1973,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2022-05-30
4297,1974,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-10-13
4298,1974,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-10-10
4299,1974,Rescue Report,Rescue operation report prepared by the investigating team.,2025-11-20
4300,1975,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-09-08
4301,1975,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-09-20
4302,1976,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2022-01-25
4303,1976,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-03-01
4304,1977,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2023-07-27
4305,1977,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2023-06-30
4306,1977,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2023-07-10
4307,1977,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2023-06-23
4308,1977,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2023-05-28
4309,1978,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2025-01-03
4310,1978,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-02-21
4311,1979,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2026-07-05
4312,1979,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2026-07-25
4313,1981,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2025-01-28
4314,1982,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-01-19
4315,1982,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-12-09
4316,1983,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2022-05-17
4317,1983,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-06-04
4318,1983,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2022-05-22
4319,1984,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2023-10-05
4320,1984,Digital Communication Record,Digital communication records recovered relevant to the case.,2023-09-27
4321,1984,Seized Document,Documents seized from the accused relevant to the investigation.,2023-10-08
4322,1985,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-05-12
4323,1985,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2023-05-31
4324,1986,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-03-15
4325,1986,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-03-27
4326,1986,Seized Document,Documents seized from the accused relevant to the investigation.,2024-04-08
4327,1986,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-03-02
4328,1986,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-03-24
